Target,Planet Name,TSM,ESM (5um),Mass (M_J),Mass (M_E),Radius (R_J),Radius (R_E),T_eq,Star SpT,Star Vmag,Event,Mode,Status,Category,Program,PI Name
TOI-1130,TOI-1130 c,0.157,0.102,1.05717,336.0,1.16,13.0,650.0,K6-K7,11.595,nan,NIRSPEC.BOTS+G395H,Implementation,GO,3385,Huang
TOI-1130,TOI-1130 c,0.157,0.102,1.05717,336.0,1.16,13.0,650.0,K6-K7,11.595,nan,NIRSPEC.BOTS+G395H,Archived,GO,3385,Huang
TOI-1130,TOI-1130 c,0.157,0.102,1.05717,336.0,1.16,13.0,650.0,K6-K7,11.595,nan,NIRISS.SOSS,Archived,GO,3385,Huang
TOI-1130,TOI-1130 c,0.157,0.102,1.05717,336.0,1.16,13.0,650.0,K6-K7,11.595,nan,NIRISS.SOSS,Archived,GO,3385,Huang
TOI-1231,TOI-1231 b,0.119,0.001,0.04845,15.4,0.326,3.65,330.0,M3 V,12.36,Transit,NIRISS.SOSS,FlightReady,GO,3557,Madhusudhan
TOI-1231,TOI-1231 b,0.119,0.001,0.04845,15.4,0.326,3.65,330.0,M3 V,12.36,Transit,NIRSPEC.BOTS+G395H,Archived,GO,3557,Madhusudhan
TOI-1231,TOI-1231 b,0.119,0.001,0.04845,15.4,0.326,3.65,330.0,M3 V,12.36,Transit,MIRI.LRS,FlightReady,GO,3557,Madhusudhan
LTT-3780,LTT 3780 c,0.072,0.001,0.0253,8.04,0.213,2.39,359.0,M3.5 V,13.14,Transit,NIRISS.SOSS,Archived,GO,3557,Madhusudhan
LTT-3780,LTT 3780 c,0.072,0.001,0.0253,8.04,0.213,2.39,359.0,M3.5 V,13.14,Transit,NIRSPEC.BOTS+G395H,Archived,GO,3557,Madhusudhan
LTT-3780,LTT 3780 c,0.072,0.001,0.0253,8.04,0.213,2.39,359.0,M3.5 V,13.14,Transit,MIRI.LRS,FlightReady,GO,3557,Madhusudhan
TOI-1468,TOI-1468 c,-1.0,-1.0,0.02089,6.64,0.184,2.064,338.0,M3.0 V,12.5,Transit,NIRISS.SOSS,FlightReady,GO,3557,Madhusudhan
TOI-1468,TOI-1468 c,-1.0,-1.0,0.02089,6.64,0.184,2.064,338.0,M3.0 V,12.5,Transit,NIRSPEC.BOTS+G395H,Archived,GO,3557,Madhusudhan
TOI-1468,TOI-1468 c,-1.0,-1.0,0.02089,6.64,0.184,2.064,338.0,M3.0 V,12.5,Transit,MIRI.LRS,Archived,GO,3557,Madhusudhan
TOI-270,TOI-270 d,0.106,0.001,0.01504,4.78,0.19,2.133,387.0,M,12.603,Transit,NIRISS.SOSS,Withdrawn,GO,3557,Madhusudhan
TOI-270,TOI-270 d,0.106,0.001,0.01504,4.78,0.19,2.133,387.0,M,12.603,Transit,MIRI.LRS,Archived,GO,3557,Madhusudhan
WASP-47,WASP-47 d,0.026,0.005,0.04877,15.5,0.326,3.65,nan,nan,11.936,Eclipse,NIRSPEC.BOTS+G395H,Archived,GO,3615,Zieba
WASP-47,WASP-47 d,0.026,0.005,0.04877,15.5,0.326,3.65,nan,nan,11.936,Eclipse,NIRSPEC.BOTS+G395H,Archived,GO,3615,Zieba
WASP-69,WASP-69 b,0.788,0.33,0.29,92.1707,1.11,12.442,963.0,K5,9.873,Transit,NIRSPEC.BOTS+G395H,Archived,GO,3712,Cubillos
WASP-69,WASP-69 b,0.788,0.33,0.29,92.1707,1.11,12.442,963.0,K5,9.873,Transit,MIRI.LRS,Archived,GO,3712,Cubillos
GJ-3473,GJ 3473 b,0.065,0.005,0.00585,1.86,0.113,1.264,773.0,M4,13.74,Eclipse,MIRI.F1500W,Archived,GO,3730,Diamond-Lowe
GJ-3473,GJ 3473 b,0.065,0.005,0.00585,1.86,0.113,1.264,773.0,M4,13.74,Eclipse,MIRI.F1500W,Archived,GO,3730,Diamond-Lowe
GJ-3473,GJ 3473 b,0.065,0.005,0.00585,1.86,0.113,1.264,773.0,M4,13.74,Eclipse,MIRI.F1500W,Skipped,GO,3730,Diamond-Lowe
GJ-3473,GJ 3473 b,0.065,0.005,0.00585,1.86,0.113,1.264,773.0,M4,13.74,Eclipse,MIRI.F1500W,Archived,GO,3730,Diamond-Lowe
GJ-3473,GJ 3473 b,0.065,0.005,0.00585,1.86,0.113,1.264,773.0,M4,13.74,Eclipse,MIRI.F1500W,Archived,GO,3730,Diamond-Lowe
GJ-357,GJ 357 b,0.157,0.004,0.00579,1.84,0.107,1.2,518.0,M2.5 V,10.91,Eclipse,MIRI.F1500W,Skipped,GO,3730,Diamond-Lowe
GJ-357,GJ 357 b,0.157,0.004,0.00579,1.84,0.107,1.2,518.0,M2.5 V,10.91,Eclipse,MIRI.F1500W,Archived,GO,3730,Diamond-Lowe
HD-260655,HD 260655 b,0.142,0.009,0.00673,2.14,0.111,1.24,709.0,M0 V,9.63,Eclipse,MIRI.F1500W,Archived,GO,3730,Diamond-Lowe
HD-260655,HD 260655 b,0.142,0.009,0.00673,2.14,0.111,1.24,709.0,M0 V,9.63,Eclipse,MIRI.F1500W,Archived,GO,3730,Diamond-Lowe
L-98-59,L 98-59 c,0.166,0.004,0.00698,2.22,0.124,1.385,553.0,M3 V,11.685,Eclipse,MIRI.F1500W,Archived,GO,3730,Diamond-Lowe
LHS-1140,LHS 1140 b,0.064,0.0,0.01762,5.6,0.154,1.73,226.0,M4.5 V,14.15,Eclipse,MIRI.F1500W,Archived,GO,3730,Diamond-Lowe
LHS-1140,LHS 1140 b,0.064,0.0,0.01762,5.6,0.154,1.73,226.0,M4.5 V,14.15,Eclipse,MIRI.F1500W,Archived,GO,3730,Diamond-Lowe
LHS-1140,LHS 1140 b,0.064,0.0,0.01762,5.6,0.154,1.73,226.0,M4.5 V,14.15,Eclipse,MIRI.F1500W,Archived,GO,3730,Diamond-Lowe
LHS-1478,LHS 1478 b,0.07,0.004,0.00733,2.33,0.111,1.242,595.0,m3 V,13.304,Eclipse,MIRI.F1500W,Archived,GO,3730,Diamond-Lowe
LHS-1478,LHS 1478 b,0.07,0.004,0.00733,2.33,0.111,1.242,595.0,m3 V,13.304,Eclipse,MIRI.F1500W,Archived,GO,3730,Diamond-Lowe
LTT-3780,LTT 3780 c,0.072,0.001,0.0253,8.04,0.213,2.39,359.0,M3.5 V,13.14,Eclipse,MIRI.F1500W,Archived,GO,3730,Diamond-Lowe
LTT-3780,LTT 3780 c,0.072,0.001,0.0253,8.04,0.213,2.39,359.0,M3.5 V,13.14,Eclipse,MIRI.F1500W,Archived,GO,3730,Diamond-Lowe
TOI-1468,TOI-1468 c,-1.0,-1.0,0.02089,6.64,0.184,2.064,338.0,M3.0 V,12.5,Eclipse,MIRI.F1500W,Archived,GO,3730,Diamond-Lowe
TOI-1468,TOI-1468 c,-1.0,-1.0,0.02089,6.64,0.184,2.064,338.0,M3.0 V,12.5,Eclipse,MIRI.F1500W,Archived,GO,3730,Diamond-Lowe
TOI-1468,TOI-1468 c,-1.0,-1.0,0.02089,6.64,0.184,2.064,338.0,M3.0 V,12.5,Eclipse,MIRI.F1500W,Archived,GO,3730,Diamond-Lowe
L-231-32,TOI-270 d,0.106,0.001,0.01504,4.78,0.19,2.133,387.0,M,12.603,Eclipse,MIRI.F1500W,Archived,GO,3730,Diamond-Lowe
L-231-32,TOI-270 d,0.106,0.001,0.01504,4.78,0.19,2.133,387.0,M,12.603,Eclipse,MIRI.F1500W,Archived,GO,3730,Diamond-Lowe
L-231-32,TOI-270 d,0.106,0.001,0.01504,4.78,0.19,2.133,387.0,M,12.603,Eclipse,MIRI.F1500W,Archived,GO,3730,Diamond-Lowe
L-231-32,TOI-270 d,0.106,0.001,0.01504,4.78,0.19,2.133,387.0,M,12.603,Eclipse,MIRI.F1500W,Archived,GO,3730,Diamond-Lowe
TOI-3235,TOI-3235 b,0.154,0.082,0.665,211.35589,1.017,11.4,604.0,M V,15.16,Transit,NIRSPEC.BOTS+PRISM,Archived,GO,3731,Jordan
TOI-5205,TOI-5205 b,0.096,0.136,1.08,343.0,1.03,11.6,737.0,M4.0,15.899,Transit,NIRSPEC.BOTS+PRISM,Withdrawn,GO,3731,Jordan
2MASS-J02531581+0003087,TOI-2445 b,0.039,0.007,0.0066,2.1,0.112,1.25,1060.0,nan,15.692,see_phase,NIRSPEC.BOTS+PRISM,Archived,GO,3784,Zhang
TOI-270,TOI-270 d,0.106,0.001,0.01504,4.78,0.19,2.133,387.0,M,12.603,Transit,NIRSPEC.BOTS+G395H,Withdrawn,GO,3818,Gapp
TRES-4,TrES-4 b,0.143,0.153,0.78,247.9074,1.61,18.046,1778.0,F8 V,11.932,Transit,NIRSPEC.BOTS+G395H,Archived,GO,3838,Kirk
KELT-7,KELT-7 b,0.288,0.577,1.39,441.7837,1.6,17.934,2048.0,F,8.56,Transit,NIRSPEC.BOTS+G395H,Archived,GO,3838,Kirk
NGTS-2,NGTS-2 b,0.19,0.175,0.74,235.1942,1.595,17.878,1468.0,F5 V,10.789,Transit,NIRSPEC.BOTS+G395H,Archived,GO,3838,Kirk
WASP-15,WASP-15 b,0.226,0.178,0.54,171.6282,1.41,15.805,1676.0,F7,10.972,Transit,NIRSPEC.BOTS+G395H,Archived,GO,3838,Kirk
HAT-P-30,HAT-P-30 b,0.203,0.251,0.83,263.7989,1.44,16.141,1630.0,F7,10.352,Transit,NIRSPEC.BOTS+G395H,Archived,GO,3838,Kirk
TOI-561,TOI-561 e,0.025,0.0,0.03964,12.6,0.227,2.55,415.0,G9 V,10.252,PhaseC,NIRSPEC.BOTS+G395H,Archived,GO,3860,Teske
L-98-59,L 98-59 c,0.166,0.004,0.00698,2.22,0.124,1.385,553.0,M3 V,11.685,Transit,NIRSPEC.BOTS+G395H,Archived,GO,3942,Damiano
L-98-59,L 98-59 c,0.166,0.004,0.00698,2.22,0.124,1.385,553.0,M3 V,11.685,Transit,NIRSPEC.BOTS+G395H,Archived,GO,3942,Damiano
L-98-59,L 98-59 c,0.166,0.004,0.00698,2.22,0.124,1.385,553.0,M3 V,11.685,Transit,NIRSPEC.BOTS+G395H,Archived,GO,3942,Damiano
L-98-59,L 98-59 c,0.166,0.004,0.00698,2.22,0.124,1.385,553.0,M3 V,11.685,Transit,NIRSPEC.BOTS+G395H,Archived,GO,3942,Damiano
KEPLER-12,Kepler-12 b,0.187,0.093,0.432,137.30256,1.754,19.661,1480.0,nan,13.468,Transit,NIRSPEC.BOTS+PRISM,Archived,GO,3969,Espinoza
KEPLER-12,Kepler-12 b,0.187,0.093,0.432,137.30256,1.754,19.661,1480.0,nan,13.468,Transit,NIRSPEC.BOTS+PRISM,Archived,GO,3969,Espinoza
WASP-52,WASP-52 b,0.317,0.251,0.46,146.2,1.27,14.24,1315.0,K2 V,12.192,Transit,NIRSPEC.BOTS+G395H,Archived,GO,3969,Espinoza
HAT-P-65,HAT-P-65 b,0.134,0.115,0.554,176.07694,1.611,18.058,1818.0,G2,13.121,Transit,NIRSPEC.BOTS+PRISM,Archived,GO,3969,Espinoza
HAT-P-65,HAT-P-65 b,0.134,0.115,0.554,176.07694,1.611,18.058,1818.0,G2,13.121,Transit,NIRSPEC.BOTS+PRISM,Archived,GO,3969,Espinoza
LHS3844,LHS 3844 b,0.14,0.017,0.00708,2.25,0.116,1.303,805.0,M5,15.24,PhaseC,NIRSPEC.BOTS+G395H,Archived,GO,4008,Zieba
WASP-96,WASP-96 b,0.113,0.086,0.48,152.55,1.2,13.45,1285.0,G8,12.569,Transit,NIRSPEC.BOTS+G395H,Archived,GO,4082,Radica
L98-59,L 98-59 c,0.166,0.004,0.00698,2.22,0.124,1.385,553.0,M3 V,11.685,Transit,NIRISS.SOSS,Archived,GO,4098,Benneke
L98-59-updated,L 98-59 c,0.166,0.004,0.00698,2.22,0.124,1.385,553.0,M3 V,11.685,Transit,NIRSPEC.BOTS+G395H,Archived,GO,4098,Benneke
TOI-1685,TOI-1685 b,0.055,0.011,0.00953,3.03,0.131,1.468,1062.0,M2.65 V,13.378,Transit,NIRISS.SOSS,FlightReady,GO,4098,Benneke
TOI-1685,TOI-1685 b,0.055,0.011,0.00953,3.03,0.131,1.468,1062.0,M2.65 V,13.378,Transit,NIRISS.SOSS,FlightReady,GO,4098,Benneke
GJ9827,GJ 9827 c,0.053,0.004,0.00585,1.86,0.101,1.13,716.0,K7 V,10.37,Transit,NIRISS.SOSS,Archived,GO,4098,Benneke
GJ9827,GJ 9827 c,0.053,0.004,0.00585,1.86,0.101,1.13,716.0,K7 V,10.37,Transit,NIRISS.SOSS,Archived,GO,4098,Benneke
GJ9827,GJ 9827 c,0.053,0.004,0.00585,1.86,0.101,1.13,716.0,K7 V,10.37,Transit,NIRSPEC.BOTS+G395H,Skipped,GO,4098,Benneke
GJ9827,GJ 9827 c,0.053,0.004,0.00585,1.86,0.101,1.13,716.0,K7 V,10.37,Transit,NIRSPEC.BOTS+G395H,FlightReady,GO,4098,Benneke
GJ9827,GJ 9827 c,0.053,0.004,0.00585,1.86,0.101,1.13,716.0,K7 V,10.37,Transit,NIRSPEC.BOTS+G395H,Archived,GO,4098,Benneke
GJ3090,GJ 3090 b,0.174,0.011,0.01051,3.34,0.19,2.13,693.0,M2 V,11.403,Transit,NIRISS.SOSS,Skipped,GO,4098,Benneke
GJ3090,GJ 3090 b,0.174,0.011,0.01051,3.34,0.19,2.13,693.0,M2 V,11.403,Transit,NIRISS.SOSS,Archived,GO,4098,Benneke
GJ3090,GJ 3090 b,0.174,0.011,0.01051,3.34,0.19,2.13,693.0,M2 V,11.403,Transit,NIRISS.SOSS,Archived,GO,4098,Benneke
GJ3090,GJ 3090 b,0.174,0.011,0.01051,3.34,0.19,2.13,693.0,M2 V,11.403,Transit,NIRSPEC.BOTS+G395H,Archived,GO,4098,Benneke
GJ3090,GJ 3090 b,0.174,0.011,0.01051,3.34,0.19,2.13,693.0,M2 V,11.403,Transit,NIRSPEC.BOTS+G395H,Archived,GO,4098,Benneke
TOI-270,TOI-270 d,0.106,0.001,0.01504,4.78,0.19,2.133,387.0,M,12.603,Transit,NIRISS.SOSS,Archived,GO,4098,Benneke
TOI-270,TOI-270 d,0.106,0.001,0.01504,4.78,0.19,2.133,387.0,M,12.603,Transit,NIRSPEC.BOTS+G395H,Archived,GO,4098,Benneke
TOI-270,TOI-270 d,0.106,0.001,0.01504,4.78,0.19,2.133,387.0,M,12.603,Transit,NIRSPEC.BOTS+G395H,Archived,GO,4098,Benneke
TOI-824,TOI-824 b,0.046,0.024,0.0581,18.467,0.261,2.926,1253.0,K4 V,11.314,Eclipse,NIRSPEC.BOTS+G395M,Archived,GO,4102,Roy
TOI-824,TOI-824 b,0.046,0.024,0.0581,18.467,0.261,2.926,1253.0,K4 V,11.314,Eclipse,NIRSPEC.BOTS+G395M,Archived,GO,4102,Roy
HAT-P-11,HAT-P-11 b,0.202,0.049,0.084,26.69772,0.389,4.36,838.0,K4,9.46,Eclipse,NIRSPEC.BOTS+G395H,Archived,GO,4105,Alderson
HAT-P-11,HAT-P-11 b,0.202,0.049,0.084,26.69772,0.389,4.36,838.0,K4,9.46,Eclipse,NIRSPEC.BOTS+G395H,Archived,GO,4105,Alderson
TOI-125,TOI-125 d,0.027,0.002,0.04279,13.6,0.261,2.93,638.0,K0 V,11.023,Transit,NIRSPEC.BOTS+G395H,Skipped,GO,4126,Fisher
TOI-125,TOI-125 d,0.027,0.002,0.04279,13.6,0.261,2.93,638.0,K0 V,11.023,Transit,NIRSPEC.BOTS+G395H,Archived,GO,4126,Fisher
TOI-125,TOI-125 d,0.027,0.002,0.04279,13.6,0.261,2.93,638.0,K0 V,11.023,Transit,NIRSPEC.BOTS+G395H,Skipped,GO,4126,Fisher
TOI-125,TOI-125 d,0.027,0.002,0.04279,13.6,0.261,2.93,638.0,K0 V,11.023,Transit,NIRSPEC.BOTS+G395H,Implementation,GO,4126,Fisher
TOI-1685,TOI-1685 b,0.055,0.011,0.00953,3.03,0.131,1.468,1062.0,M2.65 V,13.378,Transit,NIRSPEC.BOTS+G395H,Archived,GO,4195,Fisher
TOI-1685,TOI-1685 b,0.055,0.011,0.00953,3.03,0.131,1.468,1062.0,M2.65 V,13.378,Transit,NIRSPEC.BOTS+G395H,Archived,GO,4195,Fisher
TOI-1685,TOI-1685 b,0.055,0.011,0.00953,3.03,0.131,1.468,1062.0,M2.65 V,13.378,Transit,NIRSPEC.BOTS+G395H,Archived,GO,4195,Fisher
TOI-1685,TOI-1685 b,0.055,0.011,0.00953,3.03,0.131,1.468,1062.0,M2.65 V,13.378,Transit,NIRSPEC.BOTS+G395H,Skipped,GO,4195,Fisher
TOI-1685,TOI-1685 b,0.055,0.011,0.00953,3.03,0.131,1.468,1062.0,M2.65 V,13.378,Transit,NIRSPEC.BOTS+G395H,Archived,GO,4195,Fisher
TOI-1899,TOI-1899 b,0.067,0.004,0.67,212.94503,0.99,11.097,378.0,M0,14.88,Transit,NIRSPEC.BOTS+PRISM,FlightReady,GO,4227,Claringbold
GJ-3470,GJ 3470 b,0.322,0.037,0.04373,13.9,0.408,4.57,594.0,M1.5,12.332,Transit,NIRSPEC.BOTS+G395H,Implementation,GTO,4536,Greene
TOI-4336,TOI-4336 A b,0.085,0.0,0.0162,5.14,0.189,2.12,308.0,M3.5+/-0.5,13.6,Transit,NIRISS.SOSS,Implementation,GO,4711,Hu
TOI-4336,TOI-4336 A b,0.085,0.0,0.0162,5.14,0.189,2.12,308.0,M3.5+/-0.5,13.6,Transit,NIRSPEC.BOTS+G395H,Implementation,GO,4711,Hu
GJ-9827,GJ 9827 c,0.053,0.004,0.00585,1.86,0.101,1.13,716.0,K7 V,10.37,Eclipse,MIRI.LRS,Implementation,GO,4818,WeinerMansfield
HD-20329,HD 20329 b,0.026,0.012,0.02335,7.42,0.153,1.72,2141.0,nan,8.76,Eclipse,MIRI.LRS,Implementation,GO,4818,WeinerMansfield
TOI-1416,TOI-1416 b,0.063,0.013,0.01095,3.48,0.145,1.62,1517.0,G9 V,9.91,Eclipse,MIRI.LRS,Implementation,GO,4818,WeinerMansfield
TOI-500,TOI-500 b,0.067,0.009,0.00447,1.42,0.104,1.166,1617.0,K6 V,10.54,Eclipse,MIRI.LRS,Implementation,GO,4818,WeinerMansfield
TOI-1442,TOI-1442 b,0.046,0.007,0.00537,1.71,0.104,1.17,1072.0,nan,15.39,Eclipse,MIRI.LRS,Implementation,GO,4818,WeinerMansfield
TOI-561,TOI-561 e,0.025,0.0,0.03964,12.6,0.227,2.55,415.0,G9 V,10.252,Eclipse,MIRI.LRS,Implementation,GO,4818,WeinerMansfield
TOI-1075,TOI-1075 b,0.021,0.013,0.03131,9.95,0.16,1.791,1323.0,K9 V/M0 V,12.615,Eclipse,MIRI.LRS,Implementation,GO,4818,WeinerMansfield
TOI-1807,TOI-1807 b,0.083,0.015,0.00768,2.44,0.134,1.497,1694.0,nan,10.0,Eclipse,MIRI.LRS,Implementation,GO,4818,WeinerMansfield
HD-3167,HD 3167 c,0.09,0.004,0.03502,11.13,0.268,3.0,564.0,K0 V,8.97,Eclipse,MIRI.LRS,Implementation,GO,4818,WeinerMansfield
TOI-431,TOI-431 d,0.213,0.013,0.03115,9.9,0.294,3.29,633.0,nan,9.12,Eclipse,MIRI.LRS,Implementation,GO,4818,WeinerMansfield
TOI-4481,GJ 806 b,0.198,0.021,0.00598,1.9,0.119,1.331,940.0,M1.5 V,10.79,Eclipse,MIRI.LRS,Implementation,GO,4931,WeinerMansfield
TOI-4481,GJ 806 b,0.198,0.021,0.00598,1.9,0.119,1.331,940.0,M1.5 V,10.79,Eclipse,MIRI.LRS,Implementation,GO,4931,WeinerMansfield
TOI-4481,GJ 806 b,0.198,0.021,0.00598,1.9,0.119,1.331,940.0,M1.5 V,10.79,Eclipse,MIRI.LRS,Implementation,GO,4931,WeinerMansfield
WASP-103,WASP-103 b,0.087,0.247,1.49,473.547,1.528,17.127,2508.0,F8 V,12.402,PhaseC,NIRSPEC.BOTS+PRISM,FlightReady,GO,5022,Barros
CD-60-1144,-,-,-,-,-,-,-,-,-,-,PhaseC,NIRSPEC.BOTS+G395M,FlightReady,GO,5177,Hu
BD+01-316,WASP-76 b,0.59,0.744,0.894,284.1386,1.854,20.781,2228.0,F7,9.518,PhaseC,NIRSPEC.BOTS+G395H,Implementation,GO,5268,Wardenier
AU-MIC,AU Mic c,0.387,0.013,0.0302,9.6,0.225,2.522,459.0,M1,8.81,Transit,NIRCAM.GRISMR+F444W,Implementation,GO,5311,Feinstein
AU-MIC,AU Mic c,0.387,0.013,0.0302,9.6,0.225,2.522,459.0,M1,8.81,Transit,NIRCAM.GRISMR+F444W,Implementation,GO,5311,Feinstein
AU-MIC,AU Mic c,0.387,0.013,0.0302,9.6,0.225,2.522,459.0,M1,8.81,Transit,NIRCAM.GRISMR+F322W2,Implementation,GO,5311,Feinstein
AU-MIC,AU Mic c,0.387,0.013,0.0302,9.6,0.225,2.522,459.0,M1,8.81,Transit,NIRCAM.GRISMR+F322W2,Implementation,GO,5311,Feinstein
Kepler-167,Kepler-167 e,0.009,0.0,1.01,321.00669,0.906,10.16,134.0,K4,14.284,PhaseC,NIRISS.SOSS,Withdrawn,GO,5531,Changeat
WASP-39,WASP-39 b,0.408,0.146,0.28,88.989,1.332,14.93,1166.0,nan,12.095,see_phase,NIRSPEC.BOTS+G395H,Implementation,GO,5634,Baeyens
KELT-8,KELT-8 b,0.351,0.32,0.66,209.7678,1.62,18.159,1675.0,G2 V,10.845,Eclipse,MIRI.LRS,Implementation,GO,5687,Valentine
KELT-8,KELT-8 b,0.351,0.32,0.66,209.7678,1.62,18.159,1675.0,G2 V,10.845,Eclipse,MIRI.LRS,Implementation,GO,5687,Valentine
TOI-3884,TOI-3884 b,0.275,0.014,0.10254,32.59,0.574,6.43,441.0,M4,15.744,Transit,NIRISS.SOSS,Implementation,GO,5799,Garcia
TOI-3884,TOI-3884 b,0.275,0.014,0.10254,32.59,0.574,6.43,441.0,M4,15.744,Transit,NIRISS.SOSS,Implementation,GO,5799,Garcia
TOI-3884,TOI-3884 b,0.275,0.014,0.10254,32.59,0.574,6.43,441.0,M4,15.744,Transit,NIRSPEC.BOTS+G395H,Implementation,GO,5799,Garcia
HAT-P-18,HAT-P-18 b,0.295,0.069,0.197,62.61,0.995,11.153,852.0,K2,12.597,Transit,NIRSPEC.BOTS+G395M,Implementation,GO,5844,Radica
HAT-P-18,HAT-P-18 b,0.295,0.069,0.197,62.61,0.995,11.153,852.0,K2,12.597,Transit,MIRI.LRS,Implementation,GO,5844,Radica
TOI-3884,TOI-3884 b,0.275,0.014,0.10254,32.59,0.574,6.43,441.0,M4,15.744,Transit,NIRISS.SOSS,Implementation,GO,5863,Murray
TOI-3884,TOI-3884 b,0.275,0.014,0.10254,32.59,0.574,6.43,441.0,M4,15.744,Transit,NIRSPEC.BOTS+G395M,Implementation,GO,5863,Murray
TOI-3884,TOI-3884 b,0.275,0.014,0.10254,32.59,0.574,6.43,441.0,M4,15.744,Transit,NIRISS.SOSS,Implementation,GO,5863,Murray
TOI-3884,TOI-3884 b,0.275,0.014,0.10254,32.59,0.574,6.43,441.0,M4,15.744,Transit,NIRSPEC.BOTS+G395M,Implementation,GO,5863,Murray
WOLF-437,GJ 486 b,0.164,0.017,0.00872,2.77,0.115,1.289,696.0,M3.5 V,11.39,Transit,NIRISS.SOSS,Implementation,GO,5866,MacDonald
WOLF-437,GJ 486 b,0.164,0.017,0.00872,2.77,0.115,1.289,696.0,M3.5 V,11.39,Transit,NIRISS.SOSS,Implementation,GO,5866,MacDonald
WOLF-437,GJ 486 b,0.164,0.017,0.00872,2.77,0.115,1.289,696.0,M3.5 V,11.39,Transit,NIRISS.SOSS,Implementation,GO,5866,MacDonald
V-V1298-Tau,V1298 Tau e,0.034,0.017,1.01,321.00669,0.89,9.976,492.0,K1,10.115,PhaseC,NIRSPEC.BOTS+G395H,Implementation,GO,5882,Dai
TOI-4010,TOI-4010 d,0.061,0.008,0.12003,38.15,0.551,6.18,650.0,K V,12.291,Transit,NIRSPEC.BOTS+PRISM,FlightReady,GO,5894,Kunimoto
TOI-4010,TOI-4010 d,0.061,0.008,0.12003,38.15,0.551,6.18,650.0,K V,12.291,Transit,NIRSPEC.BOTS+PRISM,FlightReady,GO,5894,Kunimoto
TOI-4010,TOI-4010 d,0.061,0.008,0.12003,38.15,0.551,6.18,650.0,K V,12.291,Transit,NIRSPEC.BOTS+PRISM,Archived,GO,5894,Kunimoto
HAT-P-11,HAT-P-11 b,0.202,0.049,0.084,26.69772,0.389,4.36,838.0,K4,9.46,Transit,NIRISS.SOSS,FlightReady,GO,5924,Sing
WASP-69,WASP-69 b,0.788,0.33,0.29,92.1707,1.11,12.442,963.0,K5,9.873,Transit,NIRISS.SOSS,FlightReady,GO,5924,Sing
WASP-80,WASP-80 b,0.363,0.267,0.538,170.99254,0.999,11.198,825.0,K7-M0 V,11.841,Transit,NIRISS.SOSS,Archived,GO,5924,Sing
WASP-94A,WASP-94 A b,0.522,0.333,0.5,158.915,1.58,17.71,1604.0,F8,10.051,Transit,NIRISS.SOSS,Archived,GO,5924,Sing
NGTS-2,NGTS-2 b,0.19,0.175,0.74,235.1942,1.595,17.878,1468.0,F5 V,10.789,Transit,NIRISS.SOSS,FlightReady,GO,5924,Sing
HAT-P-30,HAT-P-30 b,0.203,0.251,0.83,263.7989,1.44,16.141,1630.0,F7,10.352,Transit,NIRISS.SOSS,FlightReady,GO,5924,Sing
KELT-7,KELT-7 b,0.288,0.577,1.39,441.7837,1.6,17.934,2048.0,F,8.56,Transit,NIRISS.SOSS,FlightReady,GO,5924,Sing
HAT-P-1,HAT-P-1 b,0.319,0.225,0.525,166.86075,1.319,14.785,1322.0,G0 V,9.827,Transit,NIRSPEC.BOTS+G395H,Implementation,GO,5924,Sing
WASP-63,WASP-63 b,0.271,0.161,0.37,117.5971,1.41,15.805,1470.0,nan,11.155,Transit,NIRSPEC.BOTS+G395H,Implementation,GO,5924,Sing
HATS-72,HATS-72 b,0.221,0.035,0.1254,39.85588,0.722,8.097,739.0,nan,12.324,Transit,NIRSPEC.BOTS+PRISM,Implementation,GO,5924,Sing
WASP-6,WASP-6 b,0.221,0.123,0.37,117.5971,1.03,11.545,1184.0,nan,11.907,Transit,NIRSPEC.BOTS+PRISM,Implementation,GO,5924,Sing
WASP-19,WASP-19 b,0.137,0.328,1.154,366.77398,1.415,15.861,2113.0,G8 V,12.248,Transit,NIRSPEC.BOTS+PRISM,Implementation,GO,5924,Sing
WASP-12,WASP-12 b,0.197,0.424,1.465,465.62095,1.937,21.712,2593.0,nan,11.569,Transit,NIRSPEC.BOTS+PRISM,Implementation,GO,5924,Sing
WASP-76,WASP-76 b,0.59,0.744,0.894,284.1386,1.854,20.781,2228.0,F7,9.518,Transit,NIRISS.SOSS,FlightReady,GO,5924,Sing
V-V1298-Tau,V1298 Tau e,0.034,0.017,1.01,321.00669,0.89,9.976,492.0,K1,10.115,Transit,NIRSPEC.BOTS+G395H,Implementation,GO,5959,Feinstein
V-V1298-Tau,V1298 Tau e,0.034,0.017,1.01,321.00669,0.89,9.976,492.0,K1,10.115,Transit,NIRISS.SOSS,Implementation,GO,5959,Feinstein
V-V1298-Tau,V1298 Tau e,0.034,0.017,1.01,321.00669,0.89,9.976,492.0,K1,10.115,Transit,NIRSPEC.BOTS+G395H,Implementation,GO,5959,Feinstein
V-V1298-Tau,V1298 Tau e,0.034,0.017,1.01,321.00669,0.89,9.976,492.0,K1,10.115,Transit,NIRISS.SOSS,Implementation,GO,5959,Feinstein
CD-38-1467,TOI-451 d,0.071,0.006,0.049,15.6,0.363,4.07,722.0,nan,10.939,Transit,NIRSPEC.BOTS+G395H,Skipped,GO,5959,Feinstein
